komentar,label
klw pun dia membunuh tanggungannya sendiri dosanya sesuai dengan perbuatan masing2 bukan di tanggungkan,bukan_cyberbullying
nabi itu semua sama terkecuali nabi muhamad adalah kekasi aullah knpa begitu nabi muhamad benanya lebi besar ketimbang nabi2 sebelumnya,bukan_cyberbullying
bang juma oten itu suruh bacanya dari matius 7 21 23,bukan_cyberbullying
subhanallah allah akbar amiin ya allah amiin,bukan_cyberbullying
ikutilah paulus sampai mampus,ancaman_intimidasi
sehat selalu buat bg zuma selalu memberikan yang terbaik untuk agama kita yaitu i isya s subuh l dzuhur a asar m magrib,bukan_cyberbullying
mantap bang juma jelas l sekali pencerahan nya semoga yang mencari keberatan dapat titik terang,bukan_cyberbullying
padahal jelas baik dari kitab alqur an maupun kitab ibrani juga injil tp kristen itu doktrin gereja sudah amat berkarat padahal teramat jelaass di bekukan akalnya supaya tetap exis ajaran kristen mereka tidak peduli ajaran kacau balau juga aneh,ujaran_kebencian
sehat selalu bg zuma,bukan_cyberbullying
semoga allah selalu memberikan kesehatan pd bang zuma agar bisa terus berdakwah tentang agama islam,bukan_cyberbullying
alhamdulillah padahal cukup jelas ust zuma sampaikan derdasarkan dalil dan alkitab dan alqur an tapi hati manusia yang gelap dan beku tidak akan terang dan cair kecuali manusia dengan pikiran yang sehat dan cerdas saja yang mengerti,pelecehan_penghinaan
sebelum yesus dilahirkan emaknya langit dan bumi beserta isinya sudah ada setelah dia digantung hansip langit dan bumi tetap ada berarti bukan yesus yang menciptakan langit dan bumi ngapain dia disembah2 sebaiknya cari agama yang benar sebagai pedoman hidup sebelum kalian mati dalam keadaan kafir,ujaran_kebencian
subhanallah bg zuma allah selalu melindungi mu karena qm menyebarkan agama islam yg baik qm enggak takut apa pun kecuali allah swt niscaya walaupun qm meninggal dunia usnulhotima allahuakbar allahuakbar,bukan_cyberbullying
inilah dakwah yg benar2,bukan_cyberbullying
zuma berani kamu masuk komal aisyah biar dikuliti tuh ajaran qur an mu ngerti,ancaman_intimidasi
mulut mu harimau mu ya itu kamu zuma mulut mu memuji yesus mengagungkan yesus cari perhatian agar kristen percaya yg aneh nya kamu nyuruh kristen ikutin ajaran paulus ya yg di sebut nabi palsu itu tanpa kamu sadari ia itu kamu sendiri selama ini muka mu pakai kau tutupi dgn topeng mu dan ber asumsi kerja nya justru ada sebagian muslim sendiri yg tidak suka dgn dakwa mu di sepanjang komal muslim kau bawa bawa nama yesus najis x di masjid pun kau bawa nama yesus guru gembul pun sdh bisa mengatan narasi mu itu sama dgn isi hati mu penuh kebencian dgn kristen paham suatu hari kau akan dapat ayat yesaya 29 12 13 sebenar nya kamu jg lah yg bernarasi dan mengutip nya maka nya mulut mu harimau mu nyadar ngak sih kamu zuma,pelecehan_penghinaan
sebagai bentuk support chanel ini alhamdulillah saya sudah subscribe dan like semoga berkah,bukan_cyberbullying
papan salip itu tempat menyiksa manusia zaman dulu dipaku tangan dan kaki manusia dulu jaman nabi isa di paku di papan salip kenapa orang kristen menjadikan kalung papan salip sedangkan papan salip itu tempat penyiksaan manusia zaman dulu dipaku tangan kaki manusia pada zaman nabi isa,bukan_cyberbullying
ladang ku takut klu selalu dengar ceramh abng ku ini ya alloh,bukan_cyberbullying
andai orang seperti ku bsa kah walau cmn meliat ny,bukan_cyberbullying
bang zuma sangat hebat segitu tembus ke hati ya alloh bgtu jelas dan meresap k hati pedahal aku jga tidak btu tau tentang kur an,bukan_cyberbullying
smg allah ttp melindungi bang zuma amiin yra,bukan_cyberbullying
amiin,bukan_cyberbullying
subhnallah semoga ust zuma selalu mendapat ridhoa dari allah swt,bukan_cyberbullying
ya alloh terimakasih saya bisa mendengarkan pencerahan dari bang zuma,bukan_cyberbullying
orang kristen yg membunuh umat islam yg sedang sholat berjamaah di mesjid masuk syurga ya,ujaran_kebencian
nabi muhammad itu berbicara berdasarkan wahyu bukan di buat buat dengan menyesatkan umat nya seperti yg dilakukan oleh paulus,ujaran_kebencian
dalam al quran semua para nabi di sebutkan tapi tidak di anggab sbg tuhan,bukan_cyberbullying
bang zuma sangat cerdas dan menunjukkan jalan kebenaran,bukan_cyberbullying
sehat selalu buat bang zuma dan panjang umur,bukan_cyberbullying
maksud biarawati informasi ttng sorga siapa yg beri tahu info itu pasti pencipta alam semesta melalui kitab suci dari yg maha tahu allah swt,bukan_cyberbullying
kalau ternyata yesus menyembah allah swt tetapi siapa kah yesus sebenarnya,bukan_cyberbullying
alhamdulillah sehat selalu bang zuma,bukan_cyberbullying
mbak oten tuhan nya di siksa di pukul di salip mana kuasa yesus itu manusia,ujaran_kebencian
semoga bang zuma sehat selalu amin ya rob,bukan_cyberbullying
semangat bang,bukan_cyberbullying
bang zuma surat 18 alkahfi ayat 107 in l adhiyna amanuw wa amiluw l ali ati kanat lahum jan atu lfirdawsi nuzulan surat 18 al kahfi 107,bukan_cyberbullying
paulus berjaya menipu daya berbillion2 manusia menjadi sesat,ujaran_kebencian
allah yang menceritakan segalanya melalui wahyunya kpd nabi2 termasuklah kehidupan di dalam alam kubur dan situasinya samada org2 kafir atau muslim pasti melaluinya,bukan_cyberbullying
konsep ketuhanan di islam la ilaha ilallah tiada tuhan yg wajib di sembah kecuali allah,bukan_cyberbullying
islam adalah agama terakhir yg diutus allah swt untuk meluruskan ajaran allah yg di sesatkan oleh manusia yang zolim kepadanya melalui nabi muhamad kalaw umat2 lain mau berpikir secara rasional dan cerdas mereka akan percaya bahwa allah swt lah tuhan yang satu oencipta seluruh alam semesta tuhan yg satu l tidak dilahirkan dan di peranakkan dia esa satu,bukan_cyberbullying
kenapa heran yesus menyembah allah,bukan_cyberbullying
mantap jelas sedetil detilny ustadz,bukan_cyberbullying
pantas saja nabi muhammad tidak langsung mengajarkan sholat tetapi ilmu tauhid dlu baru perintah sholat,bukan_cyberbullying
mantap nambah wawasan trims,bukan_cyberbullying
yesus sbg firman yg berwujud manusia memberi tauladan untuk menyembah tuhan yg ada di sorga bukan sujud nyembah batu berhala hitam sesembahan nebayot anak cucu ismail yg mempertuhankan batu berhala sesembahan ibunya si hagar yg kemudian batu itu disebut dgn nana ibunya hagar aswad yg merupakan anak cucu aswatama yg berasal dari india,ujaran_kebencian
orang tolol,pelecehan_penghinaan
utk masuk ke sebuah tempat harus melalui pintunya kita butuh kuncinya begitupun kita masuk surga harus punya kuncinya kuncinya itu sahadat yg punya sahadat itu umat islam alhamdulilah aku seorang muslim,bukan_cyberbullying
sy heran kpd otenseluruh oten sedunia knapaya tidak mau belajar bibelnya spy tidak tertipu dg doktrin jerejo ini botol sebenarnya hrs berterima kasi kpd ustdku yg cerdas utk menyampekn kebenaran tapi oten menolak lebih percaya doktrin dan dokma gerejo pake akaldong jgn pake dengkul mantap ustdku semoga ttp sehat amin,pelecehan_penghinaan
hey ten jgn botol kamu bc bibelmu spy tidak tersesat berdasarkn dalil jgn ngarang jgn mendengar doktrin gerejo apa yg disampekan ustdku itu benar berdasarkan dalil bkn ngarang seperti kamu yg menolak kebenaran bibelmu luarbiasa cerdas ustdku semoga ttp sehat berdakwah amin,pelecehan_penghinaan
mak langsung kitabnya di baca semua,bukan_cyberbullying
allah hu akbar 3 sangat jelas penjelasan dari bang zuma,bukan_cyberbullying
tuhan maha perkasa mustahil lemah bukankah ketika lahir kedunia hingga skr saat ini alam raya tetap beredar spt biasa tidak serta merta rusak binasa seiring keperkasaan tak terbatas mnjdi lemah tak berdaya ketika lahir kedunia reinkarnasi,bukan_cyberbullying
subhanallah sama persis penjelasanya yg bpk ku ceritakan pada ku karna almarhum bpk ku hafal alquran beserta isinya tpi tidak turun k anak anaknya maafin anak mu ya pak jarang aku mendengar penjelesan yg sama seperti ini allah huakbar,bukan_cyberbullying
amin bng zuma semoga allah bersama kita,bukan_cyberbullying
pacitan hadir sll sehat bg zuma untuk menyiarkan agama allah allahu akbar,bukan_cyberbullying
hoax bicara bodoh,pelecehan_penghinaan
orang kresten tidak tahu kalau kresten buatan paulus ya ng sesat,ujaran_kebencian
alhamdulillah margaku manullang aku dari medan aku mamakku adik adikku istri dan anak anakku sekarang sudah muslim hidayah ke kami telah menghampiri membuka hati jujur kristen menguatkan doktrin paham bodoh paulus ya allah ampunkanlah kami manusia manusia yang penuh dosa ini saya sempat di telponin sama pendeta saya lalu saya bilang kalau ingin hidayah berdebatlah kepada bang zuma atau ko dondy tan saya masih belajar lalu dy bilang apa yang terjadi lalu kujawab pengaruh jin telah pergi dari keluarga kami sekali lagi aku bilang pergilah berdebat jika ajaran sekte itu benar lalu telpon dimatikannya,ujaran_kebencian
tidak lah nabi mengatakan dari hawa nafsu nya melainkan wahyu kabar dari allah bukan berbicara dari pengalaman atau ilmunya apalagi karangannya,bukan_cyberbullying
kata biarawati ke zuma sewaktu yesus di kayu salib allah ku allah ku mengapa engkau meninggalkan aku ayat di atas sudah di obok obok lai kata tuhan ku menjadi allah ku terjemahan lama matius 27 46 eli eli lama sabakhtani artinya tuhan ku tuhan ku apa yang menyebabkan engkau meninggalkan aku,bukan_cyberbullying
biarawati bilang ke gurunda zuma orang islam tuhan nya tunggal kristen juga tunggal betul menurut keluaran 20 2 3 ulangan 6 4 markus 12 29 yohanes 17 3 tetapi lain ceriteranya di lukas 2 11 tuhan yesus telah lahir di kota daud kemudian lukas 2 22 tuhan yesus yang telah lahir di bawa ke y salem untuk diserahkan kpd tuhan jadinya tuhan lebih dari satu matius 11 25 dan lukas 10 21 kata yesus ya aku bersyukur kpd mu bapa tuhan langit dan bumi jika yesus tuhan berapa jadinya tuhan matius 27 46 markus 15 34 yohanes 20 27 tl kata yesus tuhan ku jika yesus tuhan berapa jadinya tuhan sekarang di tb kata tuhan ku sudah di obok obok lai menjadi allah ku,bukan_cyberbullying
tb lalu mereka mengambil batu untuk melempari dia tetapi yesus menghilang dan meninggalkan bait allah ayt karena itu mereka mengambil batu untuk melempari dia tetapi yesus menyembunyikan diri dan meninggalkan bait allah tl lalu mereka itu sekalian memungut batu sebab hendak merajam dia tetapi yesus menyembunyikan diri nya serta keluar dari dalam bait allah itu milt oleh karena itu mereka memungut batu batu supaya mereka dapat melemparkannya kepada nya namun yesus bersembunyi dan keluar dari bait suci sambil berjalan menerobos di antara mereka dan begitulah dia berlalu shellabear 2010 lalu mereka semua memungut batu hendak merajam dia tetapi isa bersembunyi lalu keluar dari bait allah jika yesus tuhan kenapa harus sembunyi lima alkitab di atas empat mengatakan yesus sembunyi satu mengatakan menghilang kata sembunyi sudah di obok obok lai jadi menghilang di tb berarti alkitab telah menipu jemaat demi persepuluhan,ujaran_kebencian
menurut gurunda zuma yesus ada yesus asli dan yesus palsu saya fikir yesus palsu itu yang bermata biru dan berambut pirang yang sering di pajang di rumah2 orang kristen,ujaran_kebencian
tksh gurunda zuma atas pencerahan nya sekarang baru aku tahu setiap orang yahudi jumpa dengan orang kristen yang ziarah ke yerusalem membuang ludah rupanya orang kristen tidak bersunat di anggap najis yesaya 52 1,ujaran_kebencian
bukti nyata rasulullah sallallahu alaihi wasallam tahu apa yang akan terjadi kpd ummat nya lewat wahyu yang disampaikan allah azza wa jalla hadits abu hurairah radhiyallahu anhu an abiy hurayra a qala qala rasuwlu llhi al a ll hu alayhi wasal ama iftaraqa lyahuwdu ala i da aw thintayni wasab iyna firqa an watafar aqati ln a ara ala i da aw thintayni wasab iyna firqa an wataftariqu um atiy ala thalathin wasab iyna firqa an dari abu hurairah radhiyallahu anhu ia berkata rasulullah shallallahu alaihi wa sallam telah bersabda kaum yahudi telah terpecah menjadi tujuh puluh satu 71 golongan atau tujuh puluh dua 72 golongan dan kaum nasrani telah terpecah menjadi tujuh puluh satu 71 atau tujuh puluh dua 72 golongan dan ummatku akan terpecah menjadi tujuh puluh tiga 73 golongan,bukan_cyberbullying
pertanyaan biarawati sangat bagus dan wajar bagaimana rasulullah saw tahu tentang siksa kubur yang mengerikan sedangkan pada masa itu rasulullah saw masih hidup itu semua adalah wahyu dari allah azza wa jalla kpd rasul nya seperti hadits berikut ini rasulullah saw sudah tahu sebelum dunia ke dokteran ada rasulullah shallallahu alaihi wa sallam dalam satu hadits shahih bersabda n a a adakum yujma u khlquhu fiy ba ni umi hi arba iyna yawman nu fa an thum a yakuwnu alaqa an mithla dhalika thum a yakuwnu mu a an mithla dhalika thum a yursalu ilayhi lmalaku fyanfukhu fiyhi lr uw a wayuw maru bi arba i kalimatin bikatbi rizqihi wa ajalihi wa amalihi washaqiy un aw sa iydun sesungguhnya salah seorang diantara kalian dipadukan bentuk ciptaannya dalam perut ibunya selama empat puluh hari dalam bentuk mani lalu menjadi segumpal darah selama itu pula selama 40 hari lalu menjadi segumpal daging selama itu pula kemudian allah mengutus malaikat untuk meniupkan ruh pada janin tersebut lalu ditetapkan baginya empat hal rizkinya ajalnya perbuatannya serta kesengsaraannya dan kebahagiaannya bukhari dan muslim dari abdullah bin mas ud radhiyallahu anhu,bukan_cyberbullying
surat al ikhlas dalam bahasa arab dan latin qul huwa ll hu a adun arab latin qul huwallahu ahad all hu l a madu arab latin allahus samad lam yalid walam yuwlad arab latin lam yalid wa lam yulad walam yakun la h kufuwan a adun artinya 1 katakanlah nabi muhammad dialah allah yang maha esa 2 allah tempat meminta segala sesuatu 3 dia tidak beranak dan tidak pula diperanakkan 4 serta tidak ada sesuatu pun yang setara dengan nya ayat pertama sama dengan keluaran 20 2 3 ulangan 6 4 markus 12 29 ayat kedua sama dengan matius 7 7 ayat ketiga sama dengan lukas 22 70 ayat keempat sama dengan bilangan 23 19 hosea 11 9 2 samuel 7 22,bukan_cyberbullying
yesus yang di tuhan kan oleh org kristen yang telah diberikan kuasa menurut matius 28 18 kemudian yesus dan bapa adalah satu menurut yohanes 10 30 tetapi kenapa matius 4 8 dan iblis membawa nya pula ke atas gunung yang sangat tinggi dan memperlihatkan kepada nya semua kerajaan dunia dengan kemegahannya apa tidak ngaco isi alkitab,bukan_cyberbullying
aku bingung membaca alkitab seperti matius 28 18 kpd ku telah diserahkan segala kuasa di sorga dan di bumi ayat pembohong yohanes 10 30 aku dan bapa adalah satu ayat ini juga pembohong mari kita buktikan di matius 24 36 dan markus 13 32 tuhan yesus tidak tahu hari akhir kiamat lukas 24 41 tuhan yesus tidak tahu dan bertanya adakah padamu makanan disini markus 11 12 13 tuhan yesus lapar dan tidak tahu pohon ara belum berbuah yohanes 11 34 35 tuhan yesus tidak tahu kuburan lazarus ada di mana maka menangislah tuhan yesus dimana kuasa yang telah diberikan dan kemana bapa yang katanya sudah menjadi satu kisah para rasul 7 55 ayat ini juga pembohong besar bagaimana bentuk rupa wajah dan wujud allah yang sebenarnya menurut penglihatan stefanus sedangkan di yohanes 5 37 bapa yang mengutus aku dialah yang bersaksi tentang aku kamu tidak pernah mendengar suara nya rupa nya pun tidak pernah kamu lihat,ujaran_kebencian
barakallahu fiikum bang zuma semoga pencerahan bang zuma orang yang menuhankan anak manusia sadar membaca alkitab nya yang sering di palsukan oleh oten,ujaran_kebencian
bang zuma semangat membawa orang yg beriman,bukan_cyberbullying
aslam mualikum semoga diberi umurpajang raga yang sehat semoga memberi petuk jalan bagi orong orang yang belum tau amin,bukan_cyberbullying
islam bnr allah huakbar,bukan_cyberbullying
ngakak saya dengernya pencerahan bang zuma mutlak bikin kena mental penyembah yesus yg diaku tuhan,ujaran_kebencian
doa tulus buat bang zuma dalam langkah2 perjuangannya,bukan_cyberbullying
seandainya siksa kubur surga dan neraka tidak ada dimana keadilan tuhan untuk mengadili orang2 jahat sesungguhnya kebaikan dan keburukan itu akan kembali kepada diri kita dan setiap kita akan dimintai pertanggung jawaban pada hari ini kami tutup mulut mereka tangan mereka akan berkata kepada kami dan kaki mereka akan memberi kesaksian terhadap apa yang dahulu mereka kerjakan,bukan_cyberbullying
amiin,bukan_cyberbullying
allah huu akbar,bukan_cyberbullying
yesus tidak menyembah tuhan yg menyembah tuhan itu isa namanya kalau yesus yudas iskariot namanya seorang pengikut isa yg murtad,ujaran_kebencian
allahuakbar,bukan_cyberbullying
sudahlah debat agama hanya saling menyalahkan agamamu 2 agamaku2,bukan_cyberbullying
yang perempuan oten neh kayaknya bisa muallaf neh karena benar2 mendengar,bukan_cyberbullying
amin ya rabbal alamin,bukan_cyberbullying
poris tangerang hadir siap berada dalam barisan mendukung syiar islam allahu akbar,bukan_cyberbullying
ini orang dijelaskan ttg agamanya dengan kitabnya sendiri tapi masih menyangkal susah kalau hati sudah dikuasi iblis laknatullah mendapat hidayah beruntunglah orang yang berfikir salutbang zuma barakallah,ujaran_kebencian
tolong zuma jngn prnh mrdhkn orng ada tau cma dri bca buku bkn crta asli,bukan_cyberbullying
masyaallah begitu cerdas nya bang zuma luar biasa pengetahuanya luass,bukan_cyberbullying
mantap bg,bukan_cyberbullying
assalamualaikum wr wb ikut nyimak,bukan_cyberbullying
semoga para kiroptor dibukaksn mata hatinya bahwa neraka itu ada,bukan_cyberbullying
kehidupan kehidupan bumi dengan manusia kehidupan manusia dengan ruwh kehidupan ruwh dengan akal kehidupan akal dengan ilmu kehidupan ilmu dengan amal kehidupan amal dengan ikhlash kehidupan ikhlash dengan rahasia ikhlash adapun rahasia ikhlash tetsirat dalam kandungan al qur an surah 112 mengapa dinamai surah al ikhlash buka mata pasang telinga ringan kaki ulurkan tangan terbuka hati diam dalam hening renungan kedalam diri sendiri nkri,bukan_cyberbullying
allaahu akbaru allaah hidup muhammad hayat hidup kehidupan hidup kehidupan skenario suluk dalam berproses pada setiap perubahan dari titik awal sampai titik akhir manusia jasmaniy ruwhaniy jasmaniy jasad terdiri dari tanah air angin api tanah berasal dari air air berasal dari angin angin berasal dari api api berasal dari nuwr muhammad pandangan saat shalat janazah ruwhaniy ruwh berasal dari nuwr muhammad jasmaniy jasad ruwhaniy ruwh keduanya berasal dari nuwr muhammad manusia nuwr muhammad nuwrun alaa nuwrin nuwr muhammad berasal dari nuwr allaah ahmad nuwr allaah berasal dari nuwr dzat nuwr dzat berasal dari tuhan siapa tuhan diam dalam hening renungan kedalam diri sendiri subhaana allaahi nkri,bukan_cyberbullying
allahuakbar,bukan_cyberbullying
tegakan kebenaran agama islam bang saya setuju,bukan_cyberbullying
assalamualaikum wr wb bang zuma moga sehat selalu amin yra,bukan_cyberbullying
semoga allah tetap memberikan kesehatan selalu pk ustad,bukan_cyberbullying
subhanallah,bukan_cyberbullying
begitulah agama yg di ridhoi oleh alloh,bukan_cyberbullying
sehat selalu bang zuma,bukan_cyberbullying
assalamualaikum bang zuma teruskan kebenaran anda dan allah swt slalu bersama anda allahu akbar saya dari malaysia sokong bang zuma,bukan_cyberbullying
assalamualaikum bang saya di maluku sangat vens dengan bang zuma dan teman2 yg berjuang di jalan allah moga kalian semua sehat selalu amiin ya robbal alamin,bukan_cyberbullying
kalo yesus memang tuhan yg menciptakan alam semesta ini siapa pada jaman nabi adam salam akal sehat allohu akbar,bukan_cyberbullying
masya allah semoga bg juma selalu mendapat safaat,bukan_cyberbullying
bang zuma is the best apkh ini grup apologete ya,bukan_cyberbullying
m jika masih ada yg tidak mengerti apa yg sudah dijelaskan berarti orang tersebut tolol nya minta ampun,pelecehan_penghinaan
maaf bukan maria tapi siti mariyam,bukan_cyberbullying
sekarang sudah dipermudah dengan chat gbt dia juga membenrakan yang nabi allah isa ibni maruam itu nabi,bukan_cyberbullying
macet le le,bukan_cyberbullying
bang zuma benar faham sekali tentang agam kristen bahkan lebih paham dari para pemeluknya sendiri kasihan,ujaran_kebencian
lanjutkan bang semangat bela kebenaran,bukan_cyberbullying
bang zuma luar biasa semoga selalu dlm lindungan allah swt aamiin,bukan_cyberbullying
mantap bg terus betul juga bg,bukan_cyberbullying
teruskan bg,bukan_cyberbullying
masyaallah tabarokallah bang sehat terus ya untuk nyebarin agama rahmatulilalamin,bukan_cyberbullying
semoga bang juma selalu diberikan kekuatan amin,bukan_cyberbullying
untunglah aku meninggalkan kekristenan menjadi mualaf sebab semua nabi termasuk yesus berdoa dan menyembah kepada allah semata jadi lebih baik saya putuskan untuk menyembah allah sebab hanya allah yang empunya kerajaan dan kuasa dan kemuliaan sampai selama lamanya,bukan_cyberbullying
nambah ilmu pengetahuan mantap bang juma,bukan_cyberbullying
alhamdulillah ustad zuma sangat cerdas inshsya allah sehat2 terus semangat teros,bukan_cyberbullying
assalamualaikum bang zuma,bukan_cyberbullying
keren bang zuma,bukan_cyberbullying
selama ini oten tertipu oleh keyakinan nya orang yg mati di tiang salib di anggap nya tuhan tidak mikir,ujaran_kebencian
top bg jambi hadir,bukan_cyberbullying
gas bang zuma,bukan_cyberbullying
ya allah ini terbaik dr bang zuma dr ratusan bcnya sehat bahagia sll bang zuma salam dr lombok sy sll mengikuti semua bc bzuma,bukan_cyberbullying
luar biasah bang zuma allahuakbar,bukan_cyberbullying
serpong hadir semoga bang zuma sehat selalu aamiin,bukan_cyberbullying
sangat jelas penjelasan pak ustad zuma,bukan_cyberbullying
masyaa allah tabarokalloh bang zuma keren smoga sehat slalu berkah barokah,bukan_cyberbullying
ustadz zuma terus lah berjuang untuk kebenaran yg ada di alquran in syaa allah allah ta ala akan selalu melindungi dan memberi rahmat,bukan_cyberbullying
ternyata yesus benar perkataanya tapi kristenlah yg bodoh meng artikan kitabnya karena pak bulus,ujaran_kebencian
alhamdulillah saya dilahirkan dari klga muslim semoga bank zuma tetap berikhtiar dalam menegakkan ajaran islam,bukan_cyberbullying
saya dari sulsel palopo mendoakan selalu bang zuma semoga pjg umur untuk menebarkan kebaikan di jalan allah swt amin,bukan_cyberbullying
bang zuma asli syahi,bukan_cyberbullying
masya allah terimakasih ustadz zuma sehat selalu,bukan_cyberbullying
orang2 yg cerdas adalah orang2 yg mau menerima kebenaran dan tunduk pada kebenaran terus berjuang bang zuma penuh kasih sayang pada mereka yg telah tersesat aku kagum sama bang zuma seakan2 bang zuma ini telah di tuntun oleh nabi isa as bang alloh maha melihat dan mendengar dan nabi isa masih hidup hingga sekarang dan mengetahui betapa gigih perjuangan mu untuk mengembalikan umatnya yg telah tersesat,ujaran_kebencian
nabi isa di angkat ke langit allah tidur kan akan dia sewaktu israk mikraj allah bangkit ia dia agar bertemu dengan nabi muhammad lalu tidur lagi sampai saat dia di turunkan ke bumi kembali maka dia pasti tahu bahawa anak nya semakin dekat dan wafat di bumi selepas tugas nya selesai membunuh dajal wallahualam,bukan_cyberbullying
jgn kau samakan pola pikirmu dgn pola pikir yesus di alkitab tidak hanya kisah paulus saja ya bnyk tokoh2 alkitab yg percaya kpd yesus divideomu yg lain zuma berkoar koar ttg masa kecil yesus dikitab lukas pasal 27 nomor 11 kitab lukas hanya 24 pasal zuma kelihatan dungunya ya plintir ayat alkitab mknyanya pemahamanmu blepotan hati2 ente zuma zuma bkn ranamu alkitab jgn kau permalukan dirimu sendri,pelecehan_penghinaan
kebanyakan teman kita kristen itu tidak membaca bible apalagi mengikutinya mereka percaya penuh pada pengajar mereka pendeta yg orientasinya lebih kepada uang,ujaran_kebencian
orang pembohong,pelecehan_penghinaan
masya allah sehat panjang umur bang zuma selalu hadir pencerahan bang zuma,bukan_cyberbullying
seketika aku pintar gegara denger bang zuma,bukan_cyberbullying
penyebutan allah terhadap nabi muhammad dalam quran wahai muhammad wahai rasul wahai nabi bahkan allah menyebutkan dengan panggilan paling akrab yakni engkau atau kamu kalau dijumlahkan jumlahnya melampaui nabi nabi lain termasuk nabi isa yang disebut dalam quran,bukan_cyberbullying
masyaallah allahuakbar,bukan_cyberbullying
mudah mudahan umat nasrani segera terbuka hatinya melihat kebenaran dan mendapatkan hidayah terhadap islam,ujaran_kebencian
masya allah ustad zuma memberikan penjelasan sangat jelas,bukan_cyberbullying
tidak perlu diperdebatkan baca saja yohanes 17 3 yesus utusan allah,bukan_cyberbullying
itulah yg diceritakan dlm al quran,bukan_cyberbullying
terima kasih pencerahanya mas juma pepet terus orang2 non muslim biar sadar,ujaran_kebencian
terus maju bang jumar untuk menyelamatkan seluruh manusia itu jihad mu semoga sehat selalu menuju rido alloh,bukan_cyberbullying
kristen kafir dajjal latnatulloh,ujaran_kebencian
assalamualaikum warahmatullahi wa barokatu smoga sehat slalu,bukan_cyberbullying
mantap bang zuma,bukan_cyberbullying
keren,bukan_cyberbullying
yesus itu ciptaan tuhan allah,bukan_cyberbullying
semangat terus bang dakwahnya,bukan_cyberbullying
ada jg di nasrani yg pake dupa semua baik2 saja,bukan_cyberbullying
bengkulu hadir,bukan_cyberbullying
yesus tadinya tidak ada baru tahun 1 masehi ada klu tuhan nya org islam sudah ada dari dulunya,ujaran_kebencian
alhamdulillah bang jelas wajahmu jelas keterangan mu ma kasih ilmunya,bukan_cyberbullying
sebnarnya seduatu yg bnar dlm isi dan pembicaraan bisa berbhng hanya sementra kita di beri akal bisa memperbandingkan,bukan_cyberbullying
ya allah merinding saya mendengar bg zuma sehat slalu bg zuma,bukan_cyberbullying
tunjukan kebenaran bang supaya umat kristiani sadar dan tau,ujaran_kebencian
cerdas betul pak zuma,bukan_cyberbullying
saya dari jawa timur plosok saya selalu menyimak debat bang zuma menguatkan iman,bukan_cyberbullying
dokter zakir naik bang juma naik,bukan_cyberbullying
sehat selalu dan panjang umur ustadz zuma allah selalu melindungi atas hambanya yg membawa kebenaran,bukan_cyberbullying
yohanes 14 24 tb barangsiapa tidak mengasihi aku ia tidak menuruti firman ku dan firman yang kamu dengar itu bukanlah dari pada ku melainkan dari bapa yang mengutus aku,bukan_cyberbullying
masylloh,bukan_cyberbullying
masyaallah paling senang dengar suara bang zaman berkah dan sehat selalu,bukan_cyberbullying
semangat,bukan_cyberbullying
ngakak aku di menit 43 06,bukan_cyberbullying
kok allah swt tuhan yang maha esa diumpamakan becak lah bangkulah allah swt tuhan yang maha besar kok diserupakan dengan becak bangku sungguh suatu dosa syirik dan syirik adalah dosa besar yang tidak di ampuni allah swt tuhan yang maha laa ilaaha ilallah yesus kristus rasulullah muhammad rasulullah salam 1 tuhan acr memang untuk anda acr untuk semua dan acr selalu di hati apa itu acr aku cinta rasul sebagai jalan menuju allah itulah ketuhanan yang maha esa esa laa ilaaha ilallah yesus kristus rasulullah muhammad rasulullah salam 1 tuhan acr memang untuk anda acr untuk semua dan acr selalu di hati apa itu acr aku cinta rasul sebagai jalan menuju allah itulah ketuhanan yang maha esa esa laa ilaaha ilallah yesus kristus rasulullah muhammad rasulullah salam 1 tuhan acr memang untuk anda acr untuk semua dan acr selalu di hati apa itu acr aku cinta rasul sebagai jalan menuju allah itulah ketuhanan yang maha esa laa ilaaha ilallah yesus kristus rasulullah muhammad rasulullah salam 1 tuhan acr memang untuk anda acr untuk semua dan acr selalu di hati apa itu acr aku cinta rasul sebagai jalan menuju allah itulah ketuhanan yang maha esa,bukan_cyberbullying
abang juma luar biasa jelaskan kesesatan mereka agar mereka bertaubat mengatakan ciptaan allah atau utusan tuhan sebagai tuhan,ujaran_kebencian
mantap banget maju terus,bukan_cyberbullying
depok hadir,bukan_cyberbullying
yg ada di dlm yesus yesus sak gluntung sak dok2e yesus semua nya yesus yesus100 pasti cip taan allah,bukan_cyberbullying
tidak ada oten yg pinter semua nya pada ngeyel karna agama mereka agama enak2 doang alias agama dunia saja bukan agama akherat,ujaran_kebencian
hadir dr mdn sehat teruss pa ustat sempurna penjlsanmu,bukan_cyberbullying
komsep dalam islam konsep ketuhanan bukan makhluk atau ciptaan konsep makhluk hidup bukan benda atau tuhan semua ciptaan dan makhkuk berarti bukan tuhan jadi tuhan bukan makhluk atau manusia tuhan memiliki sifat maha absolute sedang makhkuk tidak memiliki sifat maha yang absolute tuhan memiliki sifat maha yang terikat ajaran islam sangat jelas dan terang dan tidak abu abu,bukan_cyberbullying
ancaman neraka itu bukan berlaku untuk org kafir saja tapi juga org islam,bukan_cyberbullying
